fecha,mes,año,semana,servicio,numero_incidentes,tiempo_promedio_horas,tiempo_promedio_dias,cumplimiento_sla
2021-08-08,2021-08,2021,31,Sistema de Facturación,12,11.36,0.47,Cumple
2021-08-08,2021-08,2021,31,Plataforma de Pagos,18,19.17,0.8,Cumple
2021-08-08,2021-08,2021,31,Sistema Aduanero,24,16.21,0.68,Cumple
2021-08-08,2021-08,2021,31,BI y Reportes,44,16.68,0.7,Cumple
2021-08-08,2021-08,2021,31,Infraestructura,29,25.54,1.06,Requiere atención
2021-08-15,2021-08,2021,32,Sistema Tributario,38,31.34,1.31,Requiere atención
2021-08-15,2021-08,2021,32,Portal Web,38,42.32,1.76,Requiere atención
2021-08-15,2021-08,2021,32,API de Servicios,30,33.39,1.39,Requiere atención
2021-08-15,2021-08,2021,32,Sistema de Facturación,11,32.36,1.35,Requiere atención
2021-08-15,2021-08,2021,32,Plataforma de Pagos,13,36.59,1.52,Requiere atención
2021-08-15,2021-08,2021,32,Sistema Aduanero,34,20.13,0.84,Cumple
2021-08-15,2021-08,2021,32,BI y Reportes,38,3.97,0.17,Cumple
2021-08-15,2021-08,2021,32,Infraestructura,32,34.39,1.43,Requiere atención
2021-08-22,2021-08,2021,33,Sistema Tributario,11,14.66,0.61,Cumple
2021-08-22,2021-08,2021,33,Portal Web,23,29.96,1.25,Requiere atención
2021-08-22,2021-08,2021,33,API de Servicios,44,24.8,1.03,Requiere atención
2021-08-22,2021-08,2021,33,Sistema de Facturación,17,28.82,1.2,Requiere atención
2021-08-22,2021-08,2021,33,Plataforma de Pagos,19,15.2,0.63,Cumple
2021-08-22,2021-08,2021,33,Sistema Aduanero,32,16.64,0.69,Cumple
2021-08-22,2021-08,2021,33,BI y Reportes,38,30.81,1.28,Requiere atención
2021-08-22,2021-08,2021,33,Infraestructura,43,11.49,0.48,Cumple
2021-08-29,2021-08,2021,34,Sistema Tributario,17,9.98,0.42,Cumple
2021-08-29,2021-08,2021,34,Portal Web,27,34.17,1.42,Requiere atención
2021-08-29,2021-08,2021,34,API de Servicios,34,11.41,0.48,Cumple
2021-08-29,2021-08,2021,34,Sistema de Facturación,27,38.5,1.6,Requiere atención
2021-08-29,2021-08,2021,34,Plataforma de Pagos,36,13.42,0.56,Cumple
2021-08-29,2021-08,2021,34,Sistema Aduanero,35,18.32,0.76,Cumple
2021-08-29,2021-08,2021,34,BI y Reportes,46,14.03,0.58,Cumple
2021-08-29,2021-08,2021,34,Infraestructura,17,17.98,0.75,Cumple
2021-09-05,2021-09,2021,35,Sistema Tributario,28,43.51,1.81,Requiere atención
2021-09-05,2021-09,2021,35,Portal Web,21,23.54,0.98,Cumple
2021-09-05,2021-09,2021,35,API de Servicios,15,40.05,1.67,Requiere atención
2021-09-05,2021-09,2021,35,Sistema de Facturación,31,25.94,1.08,Requiere atención
2021-09-05,2021-09,2021,35,Plataforma de Pagos,13,6.24,0.26,Cumple
2021-09-05,2021-09,2021,35,Sistema Aduanero,46,34.86,1.45,Requiere atención
2021-09-05,2021-09,2021,35,BI y Reportes,16,32.41,1.35,Requiere atención
2021-09-05,2021-09,2021,35,Infraestructura,32,28.18,1.17,Requiere atención
2021-09-12,2021-09,2021,36,Sistema Tributario,35,41.24,1.72,Requiere atención
2021-09-12,2021-09,2021,36,Portal Web,31,26.78,1.12,Requiere atención
2021-09-12,2021-09,2021,36,API de Servicios,19,31.38,1.31,Requiere atención
2021-09-12,2021-09,2021,36,Sistema de Facturación,32,34.61,1.44,Requiere atención
2021-09-12,2021-09,2021,36,Plataforma de Pagos,45,11.14,0.46,Cumple
2021-09-12,2021-09,2021,36,Sistema Aduanero,42,33.27,1.39,Requiere atención
2021-09-12,2021-09,2021,36,BI y Reportes,25,15.61,0.65,Cumple
2021-09-12,2021-09,2021,36,Infraestructura,25,37.42,1.56,Requiere atención
2021-09-19,2021-09,2021,37,Sistema Tributario,35,29.38,1.22,Requiere atención
2021-09-19,2021-09,2021,37,Portal Web,19,37.69,1.57,Requiere atención
2021-09-19,2021-09,2021,37,API de Servicios,10,39.21,1.63,Requiere atención
2021-09-19,2021-09,2021,37,Sistema de Facturación,21,26.25,1.09,Requiere atención
2021-09-19,2021-09,2021,37,Plataforma de Pagos,13,15.6,0.65,Cumple
2021-09-19,2021-09,2021,37,Sistema Aduanero,45,20.07,0.84,Cumple
2021-09-19,2021-09,2021,37,BI y Reportes,23,43.63,1.82,Requiere atención
2021-09-19,2021-09,2021,37,Infraestructura,26,25.52,1.06,Requiere atención
2021-09-26,2021-09,2021,38,Sistema Tributario,11,15.2,0.63,Cumple
2021-09-26,2021-09,2021,38,Portal Web,25,25.88,1.08,Requiere atención
2021-09-26,2021-09,2021,38,API de Servicios,32,17.83,0.74,Cumple
2021-09-26,2021-09,2021,38,Sistema de Facturación,13,29.76,1.24,Requiere atención
2021-09-26,2021-09,2021,38,Plataforma de Pagos,35,9.02,0.38,Cumple
2021-09-26,2021-09,2021,38,Sistema Aduanero,43,17.07,0.71,Cumple
2021-09-26,2021-09,2021,38,BI y Reportes,14,30.38,1.27,Requiere atención
2021-09-26,2021-09,2021,38,Infraestructura,31,42.05,1.75,Requiere atención
2021-10-03,2021-10,2021,39,Sistema Tributario,18,18.33,0.76,Cumple
2021-10-03,2021-10,2021,39,Portal Web,25,42.95,1.79,Requiere atención
2021-10-03,2021-10,2021,39,API de Servicios,19,35.81,1.49,Requiere atención
2021-10-03,2021-10,2021,39,Sistema de Facturación,15,38.17,1.59,Requiere atención
2021-10-03,2021-10,2021,39,Plataforma de Pagos,34,38.04,1.58,Requiere atención
2021-10-03,2021-10,2021,39,Sistema Aduanero,13,45.99,1.92,Requiere atención
2021-10-03,2021-10,2021,39,BI y Reportes,44,17.34,0.72,Cumple
2021-10-03,2021-10,2021,39,Infraestructura,25,23.6,0.98,Cumple
2021-10-10,2021-10,2021,40,Sistema Tributario,34,29.32,1.22,Requiere atención
2021-10-10,2021-10,2021,40,Portal Web,39,27.21,1.13,Requiere atención
2021-10-10,2021-10,2021,40,API de Servicios,28,46.21,1.93,Requiere atención
2021-10-10,2021-10,2021,40,Sistema de Facturación,10,17.57,0.73,Cumple
2021-10-10,2021-10,2021,40,Plataforma de Pagos,49,37.94,1.58,Requiere atención
2021-10-10,2021-10,2021,40,Sistema Aduanero,15,5.22,0.22,Cumple
2021-10-10,2021-10,2021,40,BI y Reportes,30,46.99,1.96,Requiere atención
2021-10-10,2021-10,2021,40,Infraestructura,28,35.37,1.47,Requiere atención
2021-10-17,2021-10,2021,41,Sistema Tributario,21,37.18,1.55,Requiere atención
2021-10-17,2021-10,2021,41,Portal Web,19,41.02,1.71,Requiere atención
2021-10-17,2021-10,2021,41,API de Servicios,46,38.17,1.59,Requiere atención
2021-10-17,2021-10,2021,41,Sistema de Facturación,25,17.56,0.73,Cumple
2021-10-17,2021-10,2021,41,Plataforma de Pagos,41,19.23,0.8,Cumple
2021-10-17,2021-10,2021,41,Sistema Aduanero,15,49.62,2.07,Requiere atención
2021-10-17,2021-10,2021,41,BI y Reportes,46,32.78,1.37,Requiere atención
2021-10-17,2021-10,2021,41,Infraestructura,26,36.19,1.51,Requiere atención
2021-10-24,2021-10,2021,42,Sistema Tributario,43,15.4,0.64,Cumple
2021-10-24,2021-10,2021,42,Portal Web,16,11.77,0.49,Cumple
2021-10-24,2021-10,2021,42,API de Servicios,21,31.1,1.3,Requiere atención
2021-10-24,2021-10,2021,42,Sistema de Facturación,28,31.49,1.31,Requiere atención
2021-10-24,2021-10,2021,42,Plataforma de Pagos,43,45.67,1.9,Requiere atención
2021-10-24,2021-10,2021,42,Sistema Aduanero,10,39.84,1.66,Requiere atención
2021-10-24,2021-10,2021,42,BI y Reportes,24,23.35,0.97,Cumple
2021-10-24,2021-10,2021,42,Infraestructura,24,33.81,1.41,Requiere atención
2021-10-31,2021-10,2021,43,Sistema Tributario,38,40.59,1.69,Requiere atención
2021-10-31,2021-10,2021,43,Portal Web,14,37.01,1.54,Requiere atención
2021-10-31,2021-10,2021,43,API de Servicios,44,20.29,0.85,Cumple
2021-10-31,2021-10,2021,43,Sistema de Facturación,33,17.28,0.72,Cumple
2021-10-31,2021-10,2021,43,Plataforma de Pagos,24,17.22,0.72,Cumple
2021-10-31,2021-10,2021,43,Sistema Aduanero,46,42.73,1.78,Requiere atención
2021-10-31,2021-10,2021,43,BI y Reportes,32,15.31,0.64,Cumple
2021-10-31,2021-10,2021,43,Infraestructura,27,35.11,1.46,Requiere atención
2021-11-07,2021-11,2021,44,Sistema Tributario,35,38.23,1.59,Requiere atención
2021-11-07,2021-11,2021,44,Portal Web,16,25.08,1.05,Requiere atención
2021-11-07,2021-11,2021,44,API de Servicios,40,31.37,1.31,Requiere atención
2021-11-07,2021-11,2021,44,Sistema de Facturación,40,9.61,0.4,Cumple
2021-11-07,2021-11,2021,44,Plataforma de Pagos,48,22.29,0.93,Cumple
2021-11-07,2021-11,2021,44,Sistema Aduanero,16,46.12,1.92,Requiere atención
2021-11-07,2021-11,2021,44,BI y Reportes,20,43.59,1.82,Requiere atención
2021-11-07,2021-11,2021,44,Infraestructura,18,17.44,0.73,Cumple
2021-11-14,2021-11,2021,45,Sistema Tributario,40,41.07,1.71,Requiere atención
2021-11-14,2021-11,2021,45,Portal Web,43,37.4,1.56,Requiere atención
2021-11-14,2021-11,2021,45,API de Servicios,25,21.12,0.88,Cumple
2021-11-14,2021-11,2021,45,Sistema de Facturación,20,44.52,1.86,Requiere atención
2021-11-14,2021-11,2021,45,Plataforma de Pagos,22,10.89,0.45,Cumple
2021-11-14,2021-11,2021,45,Sistema Aduanero,29,14.84,0.62,Cumple
2021-11-14,2021-11,2021,45,BI y Reportes,14,29.0,1.21,Requiere atención
2021-11-14,2021-11,2021,45,Infraestructura,44,11.19,0.47,Cumple
2021-11-21,2021-11,2021,46,Sistema Tributario,48,27.33,1.14,Requiere atención
2021-11-21,2021-11,2021,46,Portal Web,31,32.57,1.36,Requiere atención
2021-11-21,2021-11,2021,46,API de Servicios,31,36.92,1.54,Requiere atención
2021-11-21,2021-11,2021,46,Sistema de Facturación,40,16.5,0.69,Cumple
2021-11-21,2021-11,2021,46,Plataforma de Pagos,27,24.73,1.03,Requiere atención
2021-11-21,2021-11,2021,46,Sistema Aduanero,12,28.33,1.18,Requiere atención
2021-11-21,2021-11,2021,46,BI y Reportes,34,20.68,0.86,Cumple
2021-11-21,2021-11,2021,46,Infraestructura,36,38.15,1.59,Requiere atención
2021-11-28,2021-11,2021,47,Sistema Tributario,33,36.89,1.54,Requiere atención
2021-11-28,2021-11,2021,47,Portal Web,39,39.02,1.63,Requiere atención
2021-11-28,2021-11,2021,47,API de Servicios,33,14.84,0.62,Cumple
2021-11-28,2021-11,2021,47,Sistema de Facturación,48,37.84,1.58,Requiere atención
2021-11-28,2021-11,2021,47,Plataforma de Pagos,14,14.29,0.6,Cumple
2021-11-28,2021-11,2021,47,Sistema Aduanero,13,9.63,0.4,Cumple
2021-11-28,2021-11,2021,47,BI y Reportes,30,18.86,0.79,Cumple
2021-11-28,2021-11,2021,47,Infraestructura,36,39.37,1.64,Requiere atención
2021-12-05,2021-12,2021,48,Sistema Tributario,42,19.96,0.83,Cumple
2021-12-05,2021-12,2021,48,Portal Web,17,29.06,1.21,Requiere atención
2021-12-05,2021-12,2021,48,API de Servicios,23,12.3,0.51,Cumple
2021-12-05,2021-12,2021,48,Sistema de Facturación,19,21.53,0.9,Cumple
2021-12-05,2021-12,2021,48,Plataforma de Pagos,15,36.03,1.5,Requiere atención
2021-12-05,2021-12,2021,48,Sistema Aduanero,38,39.86,1.66,Requiere atención
2021-12-05,2021-12,2021,48,BI y Reportes,33,37.56,1.56,Requiere atención
2021-12-05,2021-12,2021,48,Infraestructura,15,23.66,0.99,Cumple
2021-12-12,2021-12,2021,49,Sistema Tributario,37,31.25,1.3,Requiere atención
2021-12-12,2021-12,2021,49,Portal Web,23,23.92,1.0,Cumple
2021-12-12,2021-12,2021,49,API de Servicios,38,27.7,1.15,Requiere atención
2021-12-12,2021-12,2021,49,Sistema de Facturación,24,24.62,1.03,Requiere atención
2021-12-12,2021-12,2021,49,Plataforma de Pagos,43,36.03,1.5,Requiere atención
2021-12-12,2021-12,2021,49,Sistema Aduanero,44,37.55,1.56,Requiere atención
2021-12-12,2021-12,2021,49,BI y Reportes,22,40.4,1.68,Requiere atención
2021-12-12,2021-12,2021,49,Infraestructura,21,14.57,0.61,Cumple
2021-12-19,2021-12,2021,50,Sistema Tributario,31,6.78,0.28,Cumple
2021-12-19,2021-12,2021,50,Portal Web,34,32.03,1.33,Requiere atención
2021-12-19,2021-12,2021,50,API de Servicios,15,11.14,0.46,Cumple
2021-12-19,2021-12,2021,50,Sistema de Facturación,18,43.51,1.81,Requiere atención
2021-12-19,2021-12,2021,50,Plataforma de Pagos,49,31.82,1.33,Requiere atención
2021-12-19,2021-12,2021,50,Sistema Aduanero,14,30.7,1.28,Requiere atención
2021-12-19,2021-12,2021,50,BI y Reportes,35,35.08,1.46,Requiere atención
2021-12-19,2021-12,2021,50,Infraestructura,15,42.44,1.77,Requiere atención
2021-12-26,2021-12,2021,51,Sistema Tributario,32,45.31,1.89,Requiere atención
2021-12-26,2021-12,2021,51,Portal Web,13,6.75,0.28,Cumple
2021-12-26,2021-12,2021,51,API de Servicios,32,21.06,0.88,Cumple
2021-12-26,2021-12,2021,51,Sistema de Facturación,17,26.28,1.09,Requiere atención
2021-12-26,2021-12,2021,51,Plataforma de Pagos,12,30.64,1.28,Requiere atención
2021-12-26,2021-12,2021,51,Sistema Aduanero,41,10.18,0.42,Cumple
2021-12-26,2021-12,2021,51,BI y Reportes,45,37.03,1.54,Requiere atención
2021-12-26,2021-12,2021,51,Infraestructura,22,29.83,1.24,Requiere atención
2022-01-02,2022-01,2022,52,Sistema Tributario,20,41.04,1.71,Requiere atención
2022-01-02,2022-01,2022,52,Portal Web,41,6.43,0.27,Cumple
2022-01-02,2022-01,2022,52,API de Servicios,12,34.84,1.45,Requiere atención
2022-01-02,2022-01,2022,52,Sistema de Facturación,29,27.25,1.14,Requiere atención
2022-01-02,2022-01,2022,52,Plataforma de Pagos,37,26.26,1.09,Requiere atención
2022-01-02,2022-01,2022,52,Sistema Aduanero,42,27.46,1.14,Requiere atención
2022-01-02,2022-01,2022,52,BI y Reportes,23,33.8,1.41,Requiere atención
2022-01-02,2022-01,2022,52,Infraestructura,24,42.74,1.78,Requiere atención
2022-01-09,2022-01,2022,1,Sistema Tributario,22,6.0,0.25,Cumple
2022-01-09,2022-01,2022,1,Portal Web,44,10.44,0.43,Cumple
2022-01-09,2022-01,2022,1,API de Servicios,38,12.95,0.54,Cumple
2022-01-09,2022-01,2022,1,Sistema de Facturación,23,5.21,0.22,Cumple
2022-01-09,2022-01,2022,1,Plataforma de Pagos,48,34.59,1.44,Requiere atención
2022-01-09,2022-01,2022,1,Sistema Aduanero,15,36.72,1.53,Requiere atención
2022-01-09,2022-01,2022,1,BI y Reportes,25,25.13,1.05,Requiere atención
2022-01-09,2022-01,2022,1,Infraestructura,49,19.76,0.82,Cumple
2022-01-16,2022-01,2022,2,Sistema Tributario,31,22.18,0.92,Cumple
2022-01-16,2022-01,2022,2,Portal Web,38,42.42,1.77,Requiere atención
2022-01-16,2022-01,2022,2,API de Servicios,18,27.47,1.14,Requiere atención
2022-01-16,2022-01,2022,2,Sistema de Facturación,36,12.22,0.51,Cumple
2022-01-16,2022-01,2022,2,Plataforma de Pagos,46,48.72,2.03,Requiere atención
2022-01-16,2022-01,2022,2,Sistema Aduanero,45,10.98,0.46,Cumple
2022-01-16,2022-01,2022,2,BI y Reportes,49,13.39,0.56,Cumple
2022-01-16,2022-01,2022,2,Infraestructura,10,13.28,0.55,Cumple
2022-01-23,2022-01,2022,3,Sistema Tributario,30,35.02,1.46,Requiere atención
2022-01-23,2022-01,2022,3,Portal Web,12,27.19,1.13,Requiere atención
2022-01-23,2022-01,2022,3,API de Servicios,25,5.08,0.21,Cumple
2022-01-23,2022-01,2022,3,Sistema de Facturación,15,45.98,1.92,Requiere atención
2022-01-23,2022-01,2022,3,Plataforma de Pagos,31,12.93,0.54,Cumple
2022-01-23,2022-01,2022,3,Sistema Aduanero,20,20.17,0.84,Cumple
2022-01-23,2022-01,2022,3,BI y Reportes,14,38.6,1.61,Requiere atención
2022-01-23,2022-01,2022,3,Infraestructura,30,9.96,0.41,Cumple
2022-01-30,2022-01,2022,4,Sistema Tributario,14,38.79,1.62,Requiere atención
2022-01-30,2022-01,2022,4,Portal Web,30,16.28,0.68,Cumple
2022-01-30,2022-01,2022,4,API de Servicios,17,31.16,1.3,Requiere atención
2022-01-30,2022-01,2022,4,Sistema de Facturación,40,26.37,1.1,Requiere atención
2022-01-30,2022-01,2022,4,Plataforma de Pagos,24,44.9,1.87,Requiere atención
2022-01-30,2022-01,2022,4,Sistema Aduanero,46,22.94,0.96,Cumple
2022-01-30,2022-01,2022,4,BI y Reportes,23,11.42,0.48,Cumple
2022-01-30,2022-01,2022,4,Infraestructura,21,23.36,0.97,Cumple
2022-02-06,2022-02,2022,5,Sistema Tributario,47,16.42,0.68,Cumple
2022-02-06,2022-02,2022,5,Portal Web,16,35.56,1.48,Requiere atención
2022-02-06,2022-02,2022,5,API de Servicios,24,29.85,1.24,Requiere atención
2022-02-06,2022-02,2022,5,Sistema de Facturación,24,7.58,0.32,Cumple
2022-02-06,2022-02,2022,5,Plataforma de Pagos,30,43.64,1.82,Requiere atención
2022-02-06,2022-02,2022,5,Sistema Aduanero,25,43.4,1.81,Requiere atención
2022-02-06,2022-02,2022,5,BI y Reportes,36,36.98,1.54,Requiere atención
2022-02-06,2022-02,2022,5,Infraestructura,18,24.2,1.01,Requiere atención
2022-02-13,2022-02,2022,6,Sistema Tributario,16,41.86,1.74,Requiere atención
2022-02-13,2022-02,2022,6,Portal Web,14,25.9,1.08,Requiere atención
2022-02-13,2022-02,2022,6,API de Servicios,25,25.06,1.04,Requiere atención
2022-02-13,2022-02,2022,6,Sistema de Facturación,11,39.43,1.64,Requiere atención
2022-02-13,2022-02,2022,6,Plataforma de Pagos,15,16.29,0.68,Cumple
2022-02-13,2022-02,2022,6,Sistema Aduanero,14,31.09,1.3,Requiere atención
2022-02-13,2022-02,2022,6,BI y Reportes,27,20.02,0.83,Cumple
2022-02-13,2022-02,2022,6,Infraestructura,40,27.29,1.14,Requiere atención
2022-02-20,2022-02,2022,7,Sistema Tributario,32,18.85,0.79,Cumple
2022-02-20,2022-02,2022,7,Portal Web,24,23.28,0.97,Cumple
2022-02-20,2022-02,2022,7,API de Servicios,12,18.35,0.76,Cumple
2022-02-20,2022-02,2022,7,Sistema de Facturación,20,23.57,0.98,Cumple
2022-02-20,2022-02,2022,7,Plataforma de Pagos,10,19.57,0.82,Cumple
2022-02-20,2022-02,2022,7,Sistema Aduanero,40,19.97,0.83,Cumple
2022-02-20,2022-02,2022,7,BI y Reportes,17,27.1,1.13,Requiere atención
2022-02-20,2022-02,2022,7,Infraestructura,24,41.82,1.74,Requiere atención
2022-02-27,2022-02,2022,8,Sistema Tributario,19,11.25,0.47,Cumple
2022-02-27,2022-02,2022,8,Portal Web,10,27.54,1.15,Requiere atención
2022-02-27,2022-02,2022,8,API de Servicios,23,13.92,0.58,Cumple
2022-02-27,2022-02,2022,8,Sistema de Facturación,36,27.2,1.13,Requiere atención
2022-02-27,2022-02,2022,8,Plataforma de Pagos,10,14.12,0.59,Cumple
2022-02-27,2022-02,2022,8,Sistema Aduanero,12,8.36,0.35,Cumple
2022-02-27,2022-02,2022,8,BI y Reportes,43,13.43,0.56,Cumple
2022-02-27,2022-02,2022,8,Infraestructura,35,36.15,1.51,Requiere atención
2022-03-06,2022-03,2022,9,Sistema Tributario,31,11.84,0.49,Cumple
2022-03-06,2022-03,2022,9,Portal Web,44,17.62,0.73,Cumple
2022-03-06,2022-03,2022,9,API de Servicios,19,29.86,1.24,Requiere atención
2022-03-06,2022-03,2022,9,Sistema de Facturación,35,13.19,0.55,Cumple
2022-03-06,2022-03,2022,9,Plataforma de Pagos,46,24.96,1.04,Requiere atención
2022-03-06,2022-03,2022,9,Sistema Aduanero,43,37.7,1.57,Requiere atención
2022-03-06,2022-03,2022,9,BI y Reportes,10,15.13,0.63,Cumple
2022-03-06,2022-03,2022,9,Infraestructura,20,20.76,0.86,Cumple
2022-03-13,2022-03,2022,10,Sistema Tributario,23,40.06,1.67,Requiere atención
2022-03-13,2022-03,2022,10,Portal Web,13,21.8,0.91,Cumple
2022-03-13,2022-03,2022,10,API de Servicios,25,9.07,0.38,Cumple
2022-03-13,2022-03,2022,10,Sistema de Facturación,28,24.79,1.03,Requiere atención
2022-03-13,2022-03,2022,10,Plataforma de Pagos,17,4.06,0.17,Cumple
2022-03-13,2022-03,2022,10,Sistema Aduanero,38,35.73,1.49,Requiere atención
2022-03-13,2022-03,2022,10,BI y Reportes,28,5.81,0.24,Cumple
2022-03-13,2022-03,2022,10,Infraestructura,13,19.78,0.82,Cumple
2022-03-20,2022-03,2022,11,Sistema Tributario,25,27.09,1.13,Requiere atención
2022-03-20,2022-03,2022,11,Portal Web,26,21.32,0.89,Cumple
2022-03-20,2022-03,2022,11,API de Servicios,29,12.38,0.52,Cumple
2022-03-20,2022-03,2022,11,Sistema de Facturación,24,31.94,1.33,Requiere atención
2022-03-20,2022-03,2022,11,Plataforma de Pagos,28,28.89,1.2,Requiere atención
2022-03-20,2022-03,2022,11,Sistema Aduanero,46,22.41,0.93,Cumple
2022-03-20,2022-03,2022,11,BI y Reportes,49,10.4,0.43,Cumple
2022-03-20,2022-03,2022,11,Infraestructura,37,26.49,1.1,Requiere atención
2022-03-27,2022-03,2022,12,Sistema Tributario,12,46.56,1.94,Requiere atención
2022-03-27,2022-03,2022,12,Portal Web,21,27.66,1.15,Requiere atención
2022-03-27,2022-03,2022,12,API de Servicios,19,24.21,1.01,Requiere atención
2022-03-27,2022-03,2022,12,Sistema de Facturación,42,35.02,1.46,Requiere atención
2022-03-27,2022-03,2022,12,Plataforma de Pagos,36,14.3,0.6,Cumple
2022-03-27,2022-03,2022,12,Sistema Aduanero,49,21.04,0.88,Cumple
2022-03-27,2022-03,2022,12,BI y Reportes,43,19.26,0.8,Cumple
2022-03-27,2022-03,2022,12,Infraestructura,28,13.49,0.56,Cumple
2022-04-03,2022-04,2022,13,Sistema Tributario,37,11.77,0.49,Cumple
2022-04-03,2022-04,2022,13,Portal Web,26,21.3,0.89,Cumple
2022-04-03,2022-04,2022,13,API de Servicios,42,12.92,0.54,Cumple
2022-04-03,2022-04,2022,13,Sistema de Facturación,33,29.32,1.22,Requiere atención
2022-04-03,2022-04,2022,13,Plataforma de Pagos,22,42.11,1.75,Requiere atención
2022-04-03,2022-04,2022,13,Sistema Aduanero,17,26.67,1.11,Requiere atención
2022-04-03,2022-04,2022,13,BI y Reportes,16,26.31,1.1,Requiere atención
2022-04-03,2022-04,2022,13,Infraestructura,17,26.74,1.11,Requiere atención
2022-04-10,2022-04,2022,14,Sistema Tributario,44,28.44,1.18,Requiere atención
2022-04-10,2022-04,2022,14,Portal Web,11,12.67,0.53,Cumple
2022-04-10,2022-04,2022,14,API de Servicios,45,37.09,1.55,Requiere atención
2022-04-10,2022-04,2022,14,Sistema de Facturación,28,18.97,0.79,Cumple
2022-04-10,2022-04,2022,14,Plataforma de Pagos,26,42.83,1.78,Requiere atención
2022-04-10,2022-04,2022,14,Sistema Aduanero,19,35.62,1.48,Requiere atención
2022-04-10,2022-04,2022,14,BI y Reportes,34,31.53,1.31,Requiere atención
2022-04-10,2022-04,2022,14,Infraestructura,39,19.93,0.83,Cumple
2022-04-17,2022-04,2022,15,Sistema Tributario,35,18.41,0.77,Cumple
2022-04-17,2022-04,2022,15,Portal Web,46,38.95,1.62,Requiere atención
2022-04-17,2022-04,2022,15,API de Servicios,26,14.36,0.6,Cumple
2022-04-17,2022-04,2022,15,Sistema de Facturación,31,33.85,1.41,Requiere atención
2022-04-17,2022-04,2022,15,Plataforma de Pagos,25,5.74,0.24,Cumple
2022-04-17,2022-04,2022,15,Sistema Aduanero,49,14.47,0.6,Cumple
2022-04-17,2022-04,2022,15,BI y Reportes,39,10.83,0.45,Cumple
2022-04-17,2022-04,2022,15,Infraestructura,38,23.32,0.97,Cumple
2022-04-24,2022-04,2022,16,Sistema Tributario,44,33.92,1.41,Requiere atención
2022-04-24,2022-04,2022,16,Portal Web,14,8.85,0.37,Cumple
2022-04-24,2022-04,2022,16,API de Servicios,41,29.64,1.23,Requiere atención
2022-04-24,2022-04,2022,16,Sistema de Facturación,11,25.88,1.08,Requiere atención
2022-04-24,2022-04,2022,16,Plataforma de Pagos,38,16.14,0.67,Cumple
2022-04-24,2022-04,2022,16,Sistema Aduanero,15,31.69,1.32,Requiere atención
2022-04-24,2022-04,2022,16,BI y Reportes,17,12.5,0.52,Cumple
2022-04-24,2022-04,2022,16,Infraestructura,14,21.79,0.91,Cumple
2022-05-01,2022-05,2022,17,Sistema Tributario,25,36.11,1.5,Requiere atención
2022-05-01,2022-05,2022,17,Portal Web,36,44.49,1.85,Requiere atención
2022-05-01,2022-05,2022,17,API de Servicios,42,19.12,0.8,Cumple
2022-05-01,2022-05,2022,17,Sistema de Facturación,45,32.56,1.36,Requiere atención
2022-05-01,2022-05,2022,17,Plataforma de Pagos,48,46.45,1.94,Requiere atención
2022-05-01,2022-05,2022,17,Sistema Aduanero,33,45.74,1.91,Requiere atención
2022-05-01,2022-05,2022,17,BI y Reportes,19,27.99,1.17,Requiere atención
2022-05-01,2022-05,2022,17,Infraestructura,15,14.16,0.59,Cumple
2022-05-08,2022-05,2022,18,Sistema Tributario,21,15.33,0.64,Cumple
2022-05-08,2022-05,2022,18,Portal Web,27,4.95,0.21,Cumple
2022-05-08,2022-05,2022,18,API de Servicios,22,27.1,1.13,Requiere atención
2022-05-08,2022-05,2022,18,Sistema de Facturación,22,10.3,0.43,Cumple
2022-05-08,2022-05,2022,18,Plataforma de Pagos,34,37.8,1.58,Requiere atención
2022-05-08,2022-05,2022,18,Sistema Aduanero,14,11.49,0.48,Cumple
2022-05-08,2022-05,2022,18,BI y Reportes,41,47.15,1.96,Requiere atención
2022-05-08,2022-05,2022,18,Infraestructura,31,22.59,0.94,Cumple
2022-05-15,2022-05,2022,19,Sistema Tributario,33,22.93,0.96,Cumple
2022-05-15,2022-05,2022,19,Portal Web,46,42.93,1.79,Requiere atención
2022-05-15,2022-05,2022,19,API de Servicios,39,28.97,1.21,Requiere atención
2022-05-15,2022-05,2022,19,Sistema de Facturación,49,18.7,0.78,Cumple
2022-05-15,2022-05,2022,19,Plataforma de Pagos,20,17.94,0.75,Cumple
2022-05-15,2022-05,2022,19,Sistema Aduanero,12,29.71,1.24,Requiere atención
2022-05-15,2022-05,2022,19,BI y Reportes,27,6.85,0.29,Cumple
2022-05-15,2022-05,2022,19,Infraestructura,14,11.12,0.46,Cumple
2022-05-22,2022-05,2022,20,Sistema Tributario,20,39.37,1.64,Requiere atención
2022-05-22,2022-05,2022,20,Portal Web,40,41.44,1.73,Requiere atención
2022-05-22,2022-05,2022,20,API de Servicios,34,41.49,1.73,Requiere atención
2022-05-22,2022-05,2022,20,Sistema de Facturación,25,26.41,1.1,Requiere atención
2022-05-22,2022-05,2022,20,Plataforma de Pagos,15,16.75,0.7,Cumple
2022-05-22,2022-05,2022,20,Sistema Aduanero,13,26.62,1.11,Requiere atención
2022-05-22,2022-05,2022,20,BI y Reportes,41,34.47,1.44,Requiere atención
2022-05-22,2022-05,2022,20,Infraestructura,17,18.83,0.78,Cumple
2022-05-29,2022-05,2022,21,Sistema Tributario,21,35.11,1.46,Requiere atención
